combination_number,expert_1_order,expert_2_order,metrics
8466,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy13', 'entropy14', 'entropy29', 'entropy30']","{'accuracy': 0.7118644118309021, 'precision': 0.7283950448036194, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7528089880943298, 'f1': 0.6982248425483704, 'auroc': 0.7379979491233826}"
8467,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy14', 'entropy30', 'entropy29', 'entropy13']","{'accuracy': 0.6384180784225464, 'precision': 0.6499999761581421, 'recall': np.float64(0.5909090909090909), 'specificity': 0.6853932738304138, 'f1': 0.6190476417541504, 'auroc': 0.7108017802238464}"
8468,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy14', 'entropy30', 'entropy13', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.7037037014961243, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7303370833396912, 'f1': 0.6745561957359314, 'auroc': 0.737487256526947}"
8469,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy14', 'entropy29', 'entropy30', 'entropy13']","{'accuracy': 0.6892655491828918, 'precision': 0.7037037014961243, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7303370833396912, 'f1': 0.6745561957359314, 'auroc': 0.7275280356407166}"
8470,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy14', 'entropy29', 'entropy13', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.7051281929016113, 'recall': np.float64(0.625), 'specificity': 0.7415730357170105, 'f1': 0.6626505851745605, 'auroc': 0.7474462985992432}"
8471,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy14', 'entropy13', 'entropy30', 'entropy29']","{'accuracy': 0.7062146663665771, 'precision': 0.7093023061752319, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7191011309623718, 'f1': 0.7011494040489197, 'auroc': 0.7519152164459229}"
8472,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy14', 'entropy13', 'entropy29', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.7124999761581421, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7415730357170105, 'f1': 0.6785714030265808, 'auroc': 0.7321246862411499}"
8473,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy30', 'entropy29', 'entropy28', 'entropy14']","{'accuracy': 0.700564980506897, 'precision': 0.6966292262077332, 'recall': np.float64(0.7045454545454546), 'specificity': 0.6966292262077332, 'f1': 0.700564980506897, 'auroc': 0.7415729761123657}"
8474,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy30', 'entropy29', 'entropy14', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7409346103668213}"
8475,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy30', 'entropy28', 'entropy29', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.6774193644523621, 'recall': np.float64(0.7159090909090909), 'specificity': 0.6629213690757751, 'f1': 0.6961326003074646, 'auroc': 0.7404239177703857}"
8476,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy30', 'entropy28', 'entropy14', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.6736842393875122, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6516854166984558, 'f1': 0.6994535326957703, 'auroc': 0.7356996536254883}"
8477,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy30', 'entropy14', 'entropy29', 'entropy28']","{'accuracy': 0.7062146663665771, 'precision': 0.695652186870575, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6853932738304138, 'f1': 0.7111111283302307, 'auroc': 0.7428498864173889}"
8478,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy30', 'entropy14', 'entropy28', 'entropy29']","{'accuracy': 0.6723163723945618, 'precision': 0.6875, 'recall': np.float64(0.625), 'specificity': 0.7191011309623718, 'f1': 0.6547619104385376, 'auroc': 0.7436158657073975}"
8479,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy29', 'entropy30', 'entropy28', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.6941176652908325, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7078651785850525, 'f1': 0.6820809245109558, 'auroc': 0.7290602922439575}"
8480,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy29', 'entropy30', 'entropy14', 'entropy28']","{'accuracy': 0.6723163723945618, 'precision': 0.6704545617103577, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6741573214530945, 'f1': 0.6704545617103577, 'auroc': 0.7193565368652344}"
8481,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy29', 'entropy28', 'entropy30', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.6781609058380127, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6853932738304138, 'f1': 0.6742857098579407, 'auroc': 0.7400408983230591}"
8482,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy29', 'entropy28', 'entropy14', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.6777777671813965, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6741573214530945, 'f1': 0.6853932738304138, 'auroc': 0.7318692207336426}"
8483,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy29', 'entropy14', 'entropy30', 'entropy28']","{'accuracy': 0.6779661178588867, 'precision': 0.701298713684082, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7415730357170105, 'f1': 0.6545454263687134, 'auroc': 0.7245914936065674}"
8484,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy29', 'entropy14', 'entropy28', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.699999988079071, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7303370833396912, 'f1': 0.6666666865348816, 'auroc': 0.7302094101905823}"
8485,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy28', 'entropy30', 'entropy29', 'entropy14']","{'accuracy': 0.7118644118309021, 'precision': 0.7341772317886353, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7640449404716492, 'f1': 0.6946107745170593, 'auroc': 0.7228038907051086}"
8486,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy28', 'entropy30', 'entropy14', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.6904761791229248, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7078651785850525, 'f1': 0.6744186282157898, 'auroc': 0.7525536417961121}"
8487,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy28', 'entropy29', 'entropy30', 'entropy14']","{'accuracy': 0.7062146663665771, 'precision': 0.7250000238418579, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7528089880943298, 'f1': 0.6904761791229248, 'auroc': 0.7351889610290527}"
8488,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy28', 'entropy29', 'entropy14', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.6896551847457886, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6966292262077332, 'f1': 0.6857143044471741, 'auroc': 0.7367211580276489}"
8489,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy28', 'entropy14', 'entropy30', 'entropy29']","{'accuracy': 0.700564980506897, 'precision': 0.7011494040489197, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7078651785850525, 'f1': 0.6971428394317627, 'auroc': 0.7576608657836914}"
8490,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy28', 'entropy14', 'entropy29', 'entropy30']","{'accuracy': 0.6723163723945618, 'precision': 0.6704545617103577, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6741573214530945, 'f1': 0.6704545617103577, 'auroc': 0.7344228625297546}"
8491,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy14', 'entropy30', 'entropy29', 'entropy28']","{'accuracy': 0.700564980506897, 'precision': 0.6966292262077332, 'recall': np.float64(0.7045454545454546), 'specificity': 0.6966292262077332, 'f1': 0.700564980506897, 'auroc': 0.7474463582038879}"
8492,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy14', 'entropy30', 'entropy28', 'entropy29']","{'accuracy': 0.7118644118309021, 'precision': 0.7032967209815979, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6966292262077332, 'f1': 0.7150837779045105, 'auroc': 0.7547242045402527}"
8493,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy14', 'entropy29', 'entropy30', 'entropy28']","{'accuracy': 0.7062146663665771, 'precision': 0.7142857313156128, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7303370833396912, 'f1': 0.6976743936538696, 'auroc': 0.747063398361206}"
8494,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy14', 'entropy29', 'entropy28', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.7051281929016113, 'recall': np.float64(0.625), 'specificity': 0.7415730357170105, 'f1': 0.6626505851745605, 'auroc': 0.7259959578514099}"
8495,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy14', 'entropy28', 'entropy30', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.6853932738304138, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6853932738304138, 'f1': 0.6892655491828918, 'auroc': 0.7502553462982178}"
8496,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy13', 'entropy14', 'entropy28', 'entropy29', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7253575325012207}"
8497,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy30', 'entropy29', 'entropy28', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7070990800857544}"
8498,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy30', 'entropy29', 'entropy13', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7217824459075928}"
8499,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy30', 'entropy28', 'entropy29', 'entropy13']","{'accuracy': 0.6723163723945618, 'precision': 0.6666666865348816, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6629213690757751, 'f1': 0.6741573214530945, 'auroc': 0.7142491936683655}"
8500,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy30', 'entropy28', 'entropy13', 'entropy29']","{'accuracy': 0.6610169410705566, 'precision': 0.6521739363670349, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6404494643211365, 'f1': 0.6666666865348816, 'auroc': 0.7124617099761963}"
8501,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy30', 'entropy13', 'entropy29', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.6808510422706604, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6629213690757751, 'f1': 0.7032967209815979, 'auroc': 0.7351889610290527}"
8502,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy30', 'entropy13', 'entropy28', 'entropy29']","{'accuracy': 0.700564980506897, 'precision': 0.6881720423698425, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6741573214530945, 'f1': 0.7071823477745056, 'auroc': 0.7291880249977112}"
8503,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy29', 'entropy30', 'entropy28', 'entropy13']","{'accuracy': 0.6892655491828918, 'precision': 0.6941176652908325, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7078651785850525, 'f1': 0.6820809245109558, 'auroc': 0.7215269804000854}"
8504,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy29', 'entropy30', 'entropy13', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.6931818127632141, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6966292262077332, 'f1': 0.6931818127632141, 'auroc': 0.727017343044281}"
8505,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy29', 'entropy28', 'entropy30', 'entropy13']","{'accuracy': 0.6892655491828918, 'precision': 0.6774193644523621, 'recall': np.float64(0.7159090909090909), 'specificity': 0.6629213690757751, 'f1': 0.6961326003074646, 'auroc': 0.7166751623153687}"
8506,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy29', 'entropy28', 'entropy13', 'entropy30']","{'accuracy': 0.6666666865348816, 'precision': 0.6746987700462341, 'recall': np.float64(0.6363636363636364), 'specificity': 0.6966292262077332, 'f1': 0.6549707651138306, 'auroc': 0.7031409740447998}"
8507,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy29', 'entropy13', 'entropy30', 'entropy28']","{'accuracy': 0.7118644118309021, 'precision': 0.7126436829566956, 'recall': np.float64(0.7045454545454546), 'specificity': 0.7191011309623718, 'f1': 0.7085714340209961, 'auroc': 0.7302094101905823}"
8508,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy29', 'entropy13', 'entropy28', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.6736842393875122, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6516854166984558, 'f1': 0.6994535326957703, 'auroc': 0.717185914516449}"
8509,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy28', 'entropy30', 'entropy29', 'entropy13']","{'accuracy': 0.7118644118309021, 'precision': 0.7126436829566956, 'recall': np.float64(0.7045454545454546), 'specificity': 0.7191011309623718, 'f1': 0.7085714340209961, 'auroc': 0.7288049459457397}"
8510,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy28', 'entropy30', 'entropy13', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.7313432693481445, 'recall': np.float64(0.5568181818181818), 'specificity': 0.7977527976036072, 'f1': 0.6322580575942993, 'auroc': 0.726762056350708}"
8511,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy28', 'entropy29', 'entropy30', 'entropy13']","{'accuracy': 0.700564980506897, 'precision': 0.7011494040489197, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7078651785850525, 'f1': 0.6971428394317627, 'auroc': 0.7106741666793823}"
8512,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy28', 'entropy29', 'entropy13', 'entropy30']","{'accuracy': 0.7118644118309021, 'precision': 0.7283950448036194, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7528089880943298, 'f1': 0.6982248425483704, 'auroc': 0.7085035443305969}"
8513,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy28', 'entropy13', 'entropy30', 'entropy29']","{'accuracy': 0.694915235042572, 'precision': 0.6976743936538696, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7078651785850525, 'f1': 0.6896551847457886, 'auroc': 0.7340397834777832}"
8514,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy28', 'entropy13', 'entropy29', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.6976743936538696, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7078651785850525, 'f1': 0.6896551847457886, 'auroc': 0.7239530086517334}"
8515,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy13', 'entropy30', 'entropy29', 'entropy28']","{'accuracy': 0.6723163723945618, 'precision': 0.6704545617103577, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6741573214530945, 'f1': 0.6704545617103577, 'auroc': 0.7235699892044067}"
8516,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy13', 'entropy30', 'entropy28', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7418283820152283}"
8517,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy13', 'entropy29', 'entropy30', 'entropy28']","{'accuracy': 0.7062146663665771, 'precision': 0.7093023061752319, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7191011309623718, 'f1': 0.7011494040489197, 'auroc': 0.7363380789756775}"
8518,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy13', 'entropy29', 'entropy28', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.6904761791229248, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7078651785850525, 'f1': 0.6744186282157898, 'auroc': 0.7114402651786804}"
8519,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy13', 'entropy28', 'entropy30', 'entropy29']","{'accuracy': 0.6610169410705566, 'precision': 0.6555555462837219, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6516854166984558, 'f1': 0.6629213690757751, 'auroc': 0.7266342639923096}"
8520,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy14', 'entropy13', 'entropy28', 'entropy29', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7143769860267639}"
8521,"['manu_37', '40', '14', 'Sum', '28', '29', '13']","['entropy30', 'entropy29', 'entropy28', 'entropy13', 'entropy14']","{'accuracy': 0.7062146663665771, 'precision': 0.7195122241973877, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7415730357170105, 'f1': 0.6941176652908325, 'auroc': 0.7383809685707092}"
